# {"t_start": 1562302087.3181984, "env_id": "ReacherBL-v2"} 
r,l,t
-17.219425,50,760.698408
-10.893247,50,761.530066
-9.334619,50,762.35442
-12.206485,50,763.197184
-15.263182,50,764.011358
-18.709328,50,764.982706
-10.87288,50,765.783682
-13.493077,50,766.573022
-10.639694,50,767.420215
-29.677763,50,768.2654
-13.931647,50,769.036417
-10.263062,50,769.865703
-15.220091,50,770.693287
-6.860567,50,771.50185
-11.110303,50,772.31672
-14.346652,50,773.153615
-10.679565,50,773.964649
-6.281332,50,774.774679
-19.717687,50,775.603943
-15.813232,50,776.451817
-14.423661,50,777.255902
-13.088373,50,778.075626
-23.479491,50,778.912666
-8.513993,50,779.72507
-14.005969,50,780.597625
-18.516421,50,781.548507
-14.960935,50,782.362432
-10.347945,50,783.18743
-13.495567,50,784.04086
-11.620126,50,784.861719
-18.777881,50,785.665886
-13.351391,50,786.453748
-12.179812,50,787.261968
-10.029274,50,788.050987
-8.716651,50,788.823251
-12.598449,50,789.675233
-12.112381,50,790.500463
-14.875542,50,791.302108
-14.565291,50,792.136631
-11.638264,50,792.897806
-14.100988,50,793.717336
-16.244574,50,794.554295
-16.494918,50,795.371652
-14.439047,50,796.196158
-18.940498,50,797.019658
-12.22923,50,798.005145
-13.642006,50,798.824192
-11.661956,50,799.642427
-12.608717,50,800.454718
-16.90087,50,801.245392
-7.702227,50,802.049482
-12.874593,50,802.88211
-9.684391,50,803.662734
-18.799177,50,804.498414
-10.833716,50,805.319809
-11.168637,50,806.139653
-13.364219,50,806.954047
-12.280713,50,807.815915
-10.298553,50,808.642595
-11.02414,50,809.443422
-15.249519,50,810.224176
-10.450738,50,811.037163
-2.922061,50,811.847211
-8.491406,50,812.663453
-15.99172,50,813.492896
-3.559079,50,814.436189
-7.638383,50,815.278393
-15.276729,50,816.10452
-16.691161,50,816.895017
-43.719202,50,817.709634
-10.383676,50,818.531512
-17.699019,50,819.267723
-14.021422,50,820.089653
-5.878938,50,820.907206
-21.529913,50,821.734715
-6.993069,50,822.557954
-14.766968,50,823.370292
-3.434365,50,824.167593
-12.626448,50,824.99507
-10.287749,50,825.814178
-15.920509,50,826.661575
-9.731059,50,827.496253
-14.829396,50,828.325324
-10.71577,50,829.188211
-12.067743,50,830.009312
