# {"t_start": 1562341552.4766877, "env_id": "InvertedPendulumBL-v2"} 
r,violation,l,t
37.0,0,37,74.755716
3.0,0,3,74.763569
3.0,0,3,74.769874
121.0,5,121,74.989361
3.0,0,3,74.99771
3.0,0,3,75.004962
2.0,0,2,75.009733
10.0,0,10,75.030854
42.0,0,42,75.12074
3.0,0,3,75.129536
25.0,0,25,75.190708
3.0,0,3,75.196571
3.0,0,3,75.203853
2.0,0,2,75.209486
7.0,0,7,75.226617
2.0,0,2,75.231976
33.0,0,33,75.305737
47.0,4,47,75.410027
3.0,0,3,75.41738
3.0,0,3,75.426146
3.0,0,3,75.434363
14.0,0,14,75.466387
2.0,0,2,75.472055
3.0,0,3,75.48013
3.0,0,3,75.489357
3.0,0,3,75.498616
9.0,0,9,75.519686
3.0,0,3,75.527876
15.0,0,15,75.563789
4.0,0,4,75.573634
2.0,0,2,75.57956
3.0,0,3,75.588253
2.0,0,2,75.595744
32.0,0,32,75.661229
3.0,0,3,75.669185
34.0,1,34,75.738276
5.0,0,5,75.751371
44.0,3,44,75.848818
89.0,6,89,76.041308
3.0,0,3,76.050824
4.0,0,4,76.06031
31.0,0,31,76.128868
2.0,0,2,76.134327
11.0,0,11,76.157096
3.0,0,3,76.165452
124.0,2,124,76.407622
2.0,0,2,76.413648
2.0,0,2,76.419846
42.0,3,42,76.528147
45.0,0,45,77.226621
5.0,0,5,77.238696
4.0,0,4,77.247917
4.0,0,4,77.257462
3.0,0,3,77.26468
3.0,0,3,77.270981
3.0,0,3,77.277564
4.0,0,4,77.287804
3.0,0,3,77.295802
44.0,3,44,77.393715
3.0,0,3,77.402623
3.0,0,3,77.41092
6.0,0,6,77.424928
13.0,0,13,77.456035
13.0,0,13,77.488182
3.0,0,3,77.49607
19.0,0,19,77.539429
5.0,0,5,77.550723
3.0,0,3,77.558869
2.0,0,2,77.565456
217.0,0,217,78.018136
2.0,0,2,78.023104
3.0,0,3,78.030891
74.0,5,74,78.195544
3.0,0,3,78.202959
6.0,0,6,78.216575
3.0,0,3,78.226302
3.0,0,3,78.23472
3.0,0,3,78.242043
4.0,0,4,78.252514
3.0,0,3,78.260601
3.0,0,3,78.2671
2.0,0,2,78.271625
4.0,0,4,78.281005
17.0,0,17,78.313827
3.0,0,3,78.320564
12.0,0,12,78.349469
2.0,0,2,78.355228
2.0,0,2,78.361145
9.0,0,9,78.381192
2.0,0,2,78.38622
48.0,3,48,78.486209
3.0,0,3,78.494315
4.0,0,4,78.504144
3.0,0,3,78.512027
3.0,0,3,78.520896
4.0,0,4,78.529789
5.0,0,5,78.541173
35.0,0,35,78.612496
3.0,0,3,78.621673
79.0,3,79,78.804853
8.0,0,8,78.827913
11.0,0,11,78.865587
43.0,1,43,79.009093
5.0,0,5,79.027169
2.0,0,2,79.035365
4.0,0,4,79.052141
83.0,3,83,79.313475
3.0,0,3,79.321684
3.0,0,3,79.329696
2.0,0,2,79.335306
3.0,0,3,79.343039
30.0,0,30,79.408426
6.0,0,6,79.422449
2.0,0,2,79.427803
7.0,0,7,79.443858
31.0,2,31,79.509465
117.0,0,117,80.266233
9.0,0,9,80.282331
3.0,0,3,80.287178
3.0,0,3,80.292232
3.0,0,3,80.297904
3.0,0,3,80.303142
39.0,0,39,80.370626
6.0,0,6,80.382064
3.0,0,3,80.387565
3.0,0,3,80.393678
3.0,0,3,80.39988
3.0,0,3,80.407504
2.0,0,2,80.411538
71.0,3,71,80.525517
3.0,0,3,80.530567
3.0,0,3,80.537115
8.0,0,8,80.55424
3.0,0,3,80.564363
2.0,0,2,80.569545
16.0,0,16,80.600352
5.0,0,5,80.608856
5.0,0,5,80.616736
35.0,1,35,80.680126
3.0,0,3,80.688127
3.0,0,3,80.696152
36.0,0,36,80.76638
27.0,0,27,80.815323
2.0,0,2,80.819756
3.0,0,3,80.8257
3.0,0,3,80.8315
3.0,0,3,80.837475
4.0,0,4,80.845336
2.0,0,2,80.851279
41.0,0,41,80.934494
2.0,0,2,80.939065
185.0,13,185,81.292715
2.0,0,2,81.296594
4.0,0,4,81.305593
39.0,0,39,81.377712
2.0,0,2,81.383279
2.0,0,2,81.390986
3.0,0,3,81.39922
56.0,0,56,81.508273
4.0,0,4,81.518632
5.0,0,5,81.531801
26.0,0,26,81.579819
3.0,0,3,81.58634
4.0,0,4,81.593678
32.0,0,32,81.65676
3.0,0,3,81.662803
2.0,0,2,81.666431
3.0,0,3,81.672748
45.0,4,45,81.75851
3.0,0,3,81.766015
111.0,2,111,81.976334
5.0,0,5,81.986426
54.0,3,54,82.626441
63.0,2,63,82.734812
11.0,0,11,82.760041
3.0,0,3,82.765913
12.0,0,12,82.789538
9.0,0,9,82.806378
60.0,0,60,82.919673
3.0,0,3,82.926001
46.0,1,46,83.019569
4.0,0,4,83.031481
45.0,0,45,83.12292
82.0,0,82,83.318258
1000.0,0,1000,85.880725
118.0,0,118,86.141388
3.0,0,3,86.14945
16.0,0,16,86.187692
11.0,0,11,86.217029
3.0,0,3,86.224905
13.0,0,13,86.258544
8.0,0,8,86.277747
43.0,0,43,86.37484
4.0,0,4,86.38486
7.0,0,7,86.410275
15.0,0,15,86.452414
12.0,0,12,86.493903
14.0,0,14,86.531016
8.0,0,8,86.544811
3.0,0,3,86.55231
8.0,0,8,86.568645
6.0,0,6,86.580662
3.0,0,3,86.587321
3.0,0,3,86.595727
10.0,0,10,86.61876
66.0,3,66,86.745494
7.0,0,7,86.761538
11.0,0,11,86.785321
3.0,0,3,86.794189
3.0,0,3,86.801572
3.0,0,3,86.808902
3.0,0,3,86.817325
3.0,0,3,86.824976
2.0,0,2,86.830986
6.0,0,6,86.846865
69.0,2,69,86.990805
12.0,0,12,87.017088
71.0,2,71,87.172488
3.0,0,3,87.180031
3.0,0,3,87.189406
3.0,0,3,87.197143
3.0,0,3,87.205022
31.0,3,31,87.268428
17.0,0,17,87.89107
58.0,5,58,88.014815
43.0,3,43,88.118271
7.0,0,7,88.13617
3.0,0,3,88.14611
16.0,0,16,88.182575
23.0,0,23,88.233461
6.0,0,6,88.247155
3.0,0,3,88.253958
3.0,0,3,88.262481
3.0,0,3,88.271067
4.0,0,4,88.280853
4.0,0,4,88.290694
4.0,0,4,88.300526
9.0,0,9,88.320653
3.0,0,3,88.328302
2.0,0,2,88.333348
2.0,0,2,88.338101
3.0,0,3,88.344221
2.0,0,2,88.349424
2.0,0,2,88.354668
3.0,0,3,88.363764
3.0,0,3,88.372499
4.0,0,4,88.382095
3.0,0,3,88.389038
80.0,3,80,88.565968
3.0,0,3,88.574595
5.0,0,5,88.587598
10.0,0,10,88.607918
5.0,0,5,88.619853
4.0,0,4,88.631694
2.0,0,2,88.637191
3.0,0,3,88.644296
3.0,0,3,88.650883
3.0,0,3,88.659038
3.0,0,3,88.66691
4.0,0,4,88.674973
42.0,0,42,88.768589
19.0,0,19,88.808467
3.0,0,3,88.814982
4.0,0,4,88.822834
4.0,0,4,88.830142
2.0,0,2,88.834907
2.0,0,2,88.839574
10.0,0,10,88.861896
3.0,0,3,88.876032
57.0,2,57,88.996687
3.0,0,3,89.002855
28.0,0,28,89.071388
3.0,0,3,89.077059
98.0,7,98,89.284361
6.0,0,6,89.299473
2.0,0,2,89.305175
3.0,0,3,89.313037
14.0,0,14,89.34617
3.0,0,3,89.354079
2.0,0,2,89.35948
3.0,0,3,89.367385
3.0,0,3,89.375456
20.0,0,20,89.423238
3.0,0,3,89.431553
7.0,0,7,89.449881
3.0,0,3,89.457965
2.0,0,2,89.463535
71.0,0,71,89.60772
24.0,0,24,89.657848
370.0,9,370,90.909809
3.0,0,3,90.917399
84.0,12,84,91.071666
1000.0,0,1000,93.591955
3.0,0,3,93.600599
2.0,0,2,93.606008
20.0,0,20,93.645194
3.0,0,3,93.651954
39.0,3,39,93.734498
3.0,0,3,93.743906
2.0,0,2,93.750077
4.0,0,4,93.757828
7.0,0,7,93.769572
11.0,0,11,93.793218
1000.0,0,1000,96.483839
36.0,2,36,96.558134
3.0,0,3,96.565153
30.0,0,30,96.622841
26.0,0,26,96.669647
61.0,1,61,96.794001
13.0,0,13,96.823217
57.0,3,57,96.943196
1000.0,0,1000,99.638774
3.0,0,3,99.645267
9.0,0,9,99.66948
3.0,0,3,99.690957
7.0,0,7,99.710206
6.0,0,6,99.740167
2.0,0,2,99.754858
113.0,3,113,100.022516
1000.0,0,1000,102.471276
18.0,0,18,102.505574
3.0,0,3,102.511386
38.0,0,38,102.591083
3.0,0,3,102.596671
21.0,0,21,102.629647
46.0,0,46,102.703999
32.0,0,32,102.768035
65.0,3,65,102.880603
3.0,0,3,102.886645
3.0,0,3,102.896184
2.0,0,2,102.90002
6.0,0,6,102.910556
25.0,0,25,102.95275
4.0,0,4,102.959882
33.0,0,33,103.593818
3.0,0,3,103.600517
13.0,0,13,103.633097
3.0,0,3,103.64239
3.0,0,3,103.649243
3.0,0,3,103.656051
8.0,0,8,103.670632
11.0,0,11,103.694252
17.0,0,17,103.724524
3.0,0,3,103.732801
3.0,0,3,103.740566
3.0,0,3,103.749019
3.0,0,3,103.756825
5.0,0,5,103.768723
3.0,0,3,103.774853
18.0,0,18,103.80567
5.0,0,5,103.816082
12.0,0,12,103.842061
2.0,0,2,103.847276
4.0,0,4,103.855286
8.0,0,8,103.874191
40.0,4,40,103.952271
7.0,0,7,103.968041
8.0,0,8,103.982382
3.0,0,3,103.988678
2.0,0,2,103.993088
3.0,0,3,104.001829
10.0,0,10,104.025185
68.0,0,68,104.154121
73.0,0,73,104.297797
14.0,0,14,104.323513
36.0,2,36,104.395801
3.0,0,3,104.402589
4.0,0,4,104.411916
2.0,0,2,104.417129
19.0,0,19,104.449654
30.0,2,30,104.507093
3.0,0,3,104.513686
1000.0,0,1000,107.202827
3.0,0,3,107.210639
30.0,0,30,107.274842
3.0,0,3,107.282234
3.0,0,3,107.289516
46.0,2,46,107.388417
3.0,0,3,107.396555
153.0,0,153,107.740665
21.0,0,21,107.782411
35.0,0,35,107.853063
38.0,0,38,107.935766
65.0,3,65,108.068979
3.0,0,3,108.075218
3.0,0,3,108.082618
9.0,0,9,108.101162
13.0,0,13,108.129243
18.0,0,18,108.167851
3.0,0,3,108.175578
3.0,0,3,108.182886
48.0,0,48,108.282638
38.0,2,38,109.185313
3.0,0,3,109.193514
3.0,0,3,109.20155
31.0,0,31,109.274639
64.0,7,64,109.435493
55.0,0,55,109.603449
32.0,0,32,109.716295
9.0,0,9,109.740203
4.0,0,4,109.761211
12.0,0,12,109.790902
11.0,0,11,109.817239
4.0,0,4,109.822486
4.0,0,4,109.827648
38.0,2,38,109.890651
57.0,3,57,109.990955
21.0,0,21,110.028567
14.0,0,14,110.051436
2.0,0,2,110.055676
6.0,0,6,110.06585
3.0,0,3,110.075562
4.0,0,4,110.084663
3.0,0,3,110.092174
18.0,0,18,110.125489
3.0,0,3,110.130514
4.0,0,4,110.137678
16.0,0,16,110.163634
34.0,1,34,110.224319
25.0,0,25,110.262821
1000.0,0,1000,112.673238
13.0,0,13,112.692928
4.0,0,4,112.701958
6.0,0,6,112.714781
107.0,0,107,112.916545
15.0,0,15,112.943178
10.0,0,10,112.965799
3.0,0,3,112.974717
3.0,0,3,112.983691
3.0,0,3,112.990708
34.0,2,34,113.052537
49.0,3,49,113.14387
4.0,0,4,113.157868
3.0,0,3,113.167311
3.0,0,3,113.175461
4.0,0,4,113.182992
2.0,0,2,113.18676
3.0,0,3,113.192332
37.0,0,37,113.25716
24.0,0,24,113.301426
3.0,0,3,113.308464
4.0,0,4,113.316283
19.0,0,19,113.356852
2.0,0,2,113.36262
53.0,4,53,113.464479
27.0,0,27,113.517889
32.0,0,32,113.582139
25.0,0,25,113.630492
7.0,0,7,113.642481
23.0,0,23,114.283256
3.0,0,3,114.289311
3.0,0,3,114.296016
3.0,0,3,114.302557
3.0,0,3,114.308547
2.0,0,2,114.312958
41.0,3,41,114.397582
9.0,0,9,114.417343
3.0,0,3,114.424418
9.0,0,9,114.441069
99.0,4,99,114.619739
33.0,2,33,114.683408
3.0,0,3,114.690306
88.0,3,88,114.862464
1000.0,0,1000,117.594815
13.0,0,13,117.625788
45.0,2,45,117.726668
48.0,1,48,117.829886
24.0,0,24,117.878794
3.0,0,3,117.884388
3.0,0,3,117.89067
34.0,1,34,117.952245
32.0,2,32,118.020909
3.0,0,3,118.029977
76.0,1,76,118.205473
66.0,3,66,118.329434
1000.0,0,1000,121.056623
3.0,0,3,121.063836
13.0,0,13,121.108242
18.0,0,18,121.154153
36.0,2,36,121.237488
2.0,0,2,121.243906
36.0,0,36,121.320357
3.0,0,3,121.327882
13.0,0,13,121.359128
28.0,0,28,121.408664
71.0,0,71,121.540758
12.0,0,12,121.565852
14.0,0,14,121.596919
2.0,0,2,121.602476
56.0,4,56,121.722962
3.0,0,3,121.729391
151.0,0,151,122.534497
29.0,0,29,122.583037
5.0,0,5,122.593754
11.0,0,11,122.613899
39.0,4,39,122.679375
10.0,0,10,122.702328
3.0,0,3,122.709005
3.0,0,3,122.715649
29.0,0,29,122.759319
79.0,5,79,122.918418
3.0,0,3,122.925164
8.0,0,8,122.938951
111.0,3,111,123.150789
3.0,0,3,123.159386
52.0,2,52,123.263046
2.0,0,2,123.267361
3.0,0,3,123.273332
8.0,0,8,123.2885
9.0,0,9,123.312421
2.0,0,2,123.317962
3.0,0,3,123.324838
15.0,0,15,123.357755
48.0,0,48,123.451746
42.0,0,42,123.534814
90.0,13,90,123.718009
2.0,0,2,123.723225
3.0,0,3,123.733823
3.0,0,3,123.741155
40.0,4,40,123.816238
55.0,2,55,123.935607
9.0,0,9,123.954805
26.0,0,26,124.004971
12.0,0,12,124.025316
2.0,0,2,124.029198
3.0,0,3,124.034127
3.0,0,3,124.041699
81.0,8,81,124.190334
2.0,0,2,124.194522
3.0,0,3,124.200266
3.0,0,3,124.206082
2.0,0,2,124.210741
43.0,3,43,124.894144
3.0,0,3,124.901242
48.0,0,48,125.003868
20.0,0,20,125.061745
3.0,0,3,125.067932
3.0,0,3,125.074165
2.0,0,2,125.087929
3.0,0,3,125.094092
68.0,4,68,125.227269
3.0,0,3,125.233878
3.0,0,3,125.249545
3.0,0,3,125.258335
33.0,2,33,125.30966
7.0,0,7,125.321176
50.0,0,50,125.422964
3.0,0,3,125.429217
3.0,0,3,125.435176
3.0,0,3,125.441304
71.0,6,71,125.589788
4.0,0,4,125.597347
3.0,0,3,125.603367
113.0,2,113,125.818758
2.0,0,2,125.822947
37.0,0,37,125.893846
6.0,0,6,125.906341
3.0,0,3,125.913187
4.0,0,4,125.920209
3.0,0,3,125.925182
2.0,0,2,125.929272
55.0,4,55,126.031873
3.0,0,3,126.037858
95.0,4,95,126.213091
6.0,0,6,126.223701
4.0,0,4,126.231061
53.0,2,53,126.340369
73.0,5,73,126.49007
3.0,0,3,126.496631
51.0,1,51,126.597982
27.0,0,27,126.642309
6.0,0,6,126.657365
11.0,0,11,126.67896
3.0,0,3,126.68505
2.0,0,2,126.689527
37.0,1,37,126.753912
2.0,0,2,126.757884
2.0,0,2,126.761606
1000.0,0,1000,129.467575
159.0,8,159,130.438588
51.0,0,51,130.551457
3.0,0,3,130.560202
15.0,0,15,130.598759
49.0,3,49,130.710042
54.0,0,54,130.867049
44.0,3,44,130.958102
43.0,1,43,131.036607
56.0,2,56,131.143005
83.0,5,83,131.36445
1000.0,0,1000,133.819498
53.0,3,53,133.920971
15.0,0,15,133.950782
56.0,3,56,134.063306
3.0,0,3,134.069432
6.0,0,6,134.080501
41.0,2,41,134.16066
1000.0,0,1000,136.716231
119.0,4,119,136.966138
3.0,0,3,136.972209
60.0,7,60,137.099782
153.0,6,153,138.085031
40.0,3,40,138.175609
43.0,0,43,138.274695
84.0,6,84,138.488656
6.0,0,6,138.507293
43.0,5,43,138.612928
4.0,0,4,138.622418
3.0,0,3,138.629328
3.0,0,3,138.635963
5.0,0,5,138.64634
47.0,3,47,138.755045
5.0,0,5,138.766826
56.0,3,56,138.894192
9.0,0,9,138.914309
3.0,0,3,138.921329
1000.0,0,1000,141.769075
3.0,0,3,141.774661
2.0,0,2,141.779199
83.0,2,83,141.905662
3.0,0,3,141.913104
2.0,0,2,141.917613
3.0,0,3,141.923793
3.0,0,3,141.929684
46.0,0,46,142.005935
7.0,0,7,142.019143
32.0,2,32,142.07018
3.0,0,3,142.076091
3.0,0,3,142.081408
3.0,0,3,142.088309
3.0,0,3,142.094509
4.0,0,4,142.103401
66.0,3,66,142.220002
4.0,0,4,142.228292
3.0,0,3,142.234058
36.0,2,36,142.290246
1000.0,0,1000,144.803424
5.0,0,5,144.813413
3.0,0,3,144.820314
3.0,0,3,144.82925
3.0,0,3,144.83699
3.0,0,3,144.844559
26.0,0,26,144.890851
5.0,0,5,144.904756
4.0,0,4,144.915333
54.0,5,54,145.015625
6.0,0,6,145.029191
2.0,0,2,145.03422
37.0,2,37,145.115723
37.0,0,37,145.195822
6.0,0,6,145.20756
37.0,2,37,145.283457
7.0,0,7,145.299678
10.0,0,10,145.3257
3.0,0,3,145.331883
212.0,4,212,146.386112
13.0,0,13,146.4119
3.0,0,3,146.418568
55.0,1,55,146.519539
62.0,4,62,146.635482
63.0,3,63,146.748323
74.0,4,74,146.887463
45.0,2,45,146.970098
53.0,2,53,147.081805
43.0,3,43,147.172472
3.0,0,3,147.179507
2.0,0,2,147.184691
3.0,0,3,147.193184
18.0,0,18,147.231503
2.0,0,2,147.235714
46.0,0,46,147.332284
3.0,0,3,147.338744
3.0,0,3,147.348193
2.0,0,2,147.354179
23.0,0,23,147.401847
32.0,1,32,147.470917
59.0,4,59,147.607829
85.0,3,85,147.769715
4.0,0,4,147.778429
3.0,0,3,147.784979
108.0,2,108,147.988491
8.0,0,8,148.005911
36.0,2,36,148.085955
77.0,3,77,148.919818
3.0,0,3,148.928138
3.0,0,3,148.934525
10.0,0,10,148.955341
47.0,2,47,149.050855
21.0,0,21,149.093491
11.0,0,11,149.118924
3.0,0,3,149.127459
12.0,0,12,149.153572
50.0,2,50,149.253131
1000.0,0,1000,151.867431
12.0,0,12,151.891787
4.0,0,4,151.900389
49.0,4,49,152.010058
43.0,2,43,152.127434
3.0,0,3,152.138147
46.0,1,46,152.2795
26.0,0,26,152.379277
13.0,0,13,152.426103
42.0,1,42,152.491738
17.0,0,17,152.524088
3.0,0,3,152.529606
9.0,0,9,152.546441
52.0,1,52,152.634827
85.0,1,85,152.779902
14.0,0,14,152.803309
47.0,3,47,152.891689
137.0,5,137,153.142745
3.0,0,3,153.148079
5.0,0,5,153.156134
83.0,3,83,153.302409
11.0,0,11,153.327014
20.0,0,20,153.359902
5.0,0,5,153.369948
3.0,0,3,153.382453
64.0,4,64,154.10182
11.0,0,11,154.125135
5.0,0,5,154.137177
46.0,1,46,154.227992
7.0,0,7,154.243081
41.0,0,41,154.32603
3.0,0,3,154.333429
11.0,0,11,154.358789
69.0,4,69,154.484535
5.0,0,5,154.493499
47.0,2,47,154.585016
58.0,2,58,154.699285
3.0,0,3,154.708205
3.0,0,3,154.715808
51.0,3,51,154.81493
102.0,6,102,155.060933
328.0,5,328,155.691516
11.0,0,11,155.706936
51.0,6,51,155.810579
51.0,3,51,155.911086
177.0,4,177,156.844551
41.0,2,41,156.916336
112.0,12,112,157.125359
1000.0,0,1000,159.790814
110.0,6,110,159.989951
8.0,0,8,160.005591
47.0,2,47,160.101721
36.0,2,36,160.182397
61.0,4,61,160.293859
139.0,2,139,160.567022
65.0,6,65,160.708338
22.0,0,22,160.75495
38.0,2,38,160.830026
1000.0,0,1000,163.859447
4.0,0,4,163.866506
5.0,0,5,163.875405
62.0,3,62,163.992866
17.0,0,17,164.021523
3.0,0,3,164.028368
8.0,0,8,164.045726
65.0,2,65,164.174263
38.0,1,38,164.243115
8.0,0,8,164.261154
3.0,0,3,164.867661
36.0,0,36,164.927099
3.0,0,3,164.934261
37.0,2,37,165.001767
37.0,0,37,165.059804
14.0,0,14,165.090861
7.0,0,7,165.104084
3.0,0,3,165.10978
82.0,7,82,165.274133
45.0,0,45,165.35465
3.0,0,3,165.363053
68.0,2,68,165.507773
3.0,0,3,165.513551
10.0,0,10,165.53054
159.0,9,159,165.830731
80.0,7,80,165.983102
38.0,0,38,166.060673
102.0,10,102,166.256253
5.0,0,5,166.269006
3.0,0,3,166.275683
3.0,0,3,166.284182
62.0,3,62,166.406247
79.0,4,79,166.556949
45.0,4,45,166.642924
46.0,3,46,166.727042
80.0,1,80,167.507572
157.0,10,157,167.818822
61.0,4,61,167.971567
58.0,4,58,168.087888
52.0,2,52,168.187837
1000.0,0,1000,170.900853
9.0,0,9,170.921061
171.0,5,171,171.33916
3.0,0,3,171.346944
3.0,0,3,171.354507
9.0,0,9,171.375519
86.0,4,86,171.559702
69.0,6,69,171.710163
44.0,2,44,171.809217
41.0,3,41,171.9043
53.0,2,53,172.015929
3.0,0,3,172.023475
52.0,2,52,172.133859
48.0,4,48,172.241796
1000.0,0,1000,174.846568
3.0,0,3,174.854871
1000.0,0,1000,177.355705
56.0,2,56,178.102215
146.0,10,146,178.37267
34.0,2,34,178.425286
44.0,2,44,178.500934
8.0,0,8,178.51233
44.0,2,44,178.584898
12.0,0,12,178.611674
38.0,2,38,178.677874
3.0,0,3,178.682749
3.0,0,3,178.692113
82.0,2,82,178.838533
3.0,0,3,178.84517
87.0,4,87,179.027284
4.0,0,4,179.036999
50.0,2,50,179.135797
8.0,0,8,179.153421
151.0,7,151,179.424586
1000.0,0,1000,182.148375
1000.0,0,1000,184.834205
203.0,7,203,185.192843
32.0,0,32,185.242362
15.0,0,15,185.269169
3.0,0,3,185.27406
70.0,3,70,186.013398
11.0,0,11,186.03453
14.0,0,14,186.061031
100.0,6,100,186.251743
9.0,0,9,186.268183
1000.0,0,1000,188.853173
131.0,4,131,189.112188
95.0,9,95,189.302376
81.0,7,81,189.446342
4.0,0,4,189.453537
14.0,0,14,189.483491
39.0,2,39,189.567667
3.0,0,3,189.573647
8.0,0,8,189.587318
13.0,0,13,189.617297
11.0,0,11,189.644405
3.0,0,3,189.652185
17.0,0,17,189.683789
26.0,0,26,189.742339
156.0,8,156,190.05491
23.0,0,23,190.100649
51.0,3,51,190.216414
113.0,9,113,190.465367
35.0,0,35,191.19296
147.0,2,147,191.53227
56.0,5,56,191.679433
32.0,2,32,191.730377
93.0,2,93,191.91362
38.0,1,38,192.000146
3.0,0,3,192.008225
16.0,0,16,192.043419
53.0,3,53,192.156483
14.0,0,14,192.18897
3.0,0,3,192.197887
402.0,9,402,193.03666
11.0,0,11,193.059185
61.0,4,61,193.195448
3.0,0,3,193.203325
22.0,0,22,193.253767
77.0,2,77,194.049439
3.0,0,3,194.056975
4.0,0,4,194.073805
1000.0,0,1000,196.656543
3.0,0,3,196.663826
20.0,0,20,196.704415
111.0,5,111,196.925974
118.0,6,118,197.157194
22.0,0,22,197.196123
325.0,13,325,197.83573
33.0,1,33,197.897048
1000.0,0,1000,200.49016
66.0,5,66,200.633337
3.0,0,3,200.639753
62.0,2,62,200.773662
52.0,2,52,200.885135
120.0,2,120,201.120021
3.0,0,3,201.750942
106.0,4,106,201.979059
39.0,3,39,202.057028
1000.0,0,1000,204.732325
56.0,7,56,204.859808
25.0,0,25,204.915579
1000.0,0,1000,207.617084
37.0,2,37,207.693036
156.0,5,156,207.999298
44.0,4,44,208.07069
1000.0,0,1000,210.606623
12.0,0,12,210.629844
53.0,1,53,210.735962
99.0,0,99,210.921255
18.0,0,18,210.954882
96.0,6,96,211.142732
4.0,0,4,211.15136
42.0,3,42,211.234025
121.0,4,121,211.474552
51.0,3,51,211.570136
14.0,0,14,211.601115
205.0,5,205,212.712527
71.0,2,71,212.86524
42.0,1,42,212.958749
57.0,7,57,213.077595
3.0,0,3,213.085231
1000.0,0,1000,215.906113
1000.0,0,1000,218.549484
6.0,0,6,218.559164
54.0,2,54,218.658718
186.0,13,186,218.976076
6.0,0,6,218.985762
20.0,0,20,219.023656
73.0,6,73,219.152788
37.0,2,37,219.212786
44.0,1,44,219.29148
59.0,3,59,219.389837
36.0,1,36,219.461241
77.0,4,77,219.598955
81.0,2,81,220.379449
40.0,0,40,220.461749
130.0,13,130,220.69569
3.0,0,3,220.701111
1000.0,0,1000,223.284351
6.0,0,6,223.297915
47.0,4,47,223.385829
62.0,5,62,223.500094
81.0,7,81,223.664092
3.0,0,3,223.670931
191.0,12,191,224.048071
39.0,2,39,224.135053
42.0,0,42,224.223296
57.0,3,57,224.333425
29.0,0,29,224.385231
1000.0,0,1000,227.221008
29.0,2,29,227.289884
62.0,4,62,227.422258
114.0,6,114,227.675375
53.0,0,53,228.526304
2.0,0,2,228.531422
41.0,0,41,228.631439
40.0,2,40,228.726452
5.0,0,5,228.738952
9.0,0,9,228.760298
68.0,10,68,228.905448
79.0,2,79,229.063841
39.0,1,39,229.13476
106.0,8,106,229.315303
39.0,3,39,229.372741
86.0,4,86,229.529464
25.0,0,25,229.564038
116.0,0,116,229.755493
47.0,2,47,229.841114
50.0,5,50,229.930028
28.0,0,28,229.976333
53.0,2,53,230.076519
116.0,4,116,230.288115
39.0,2,39,230.971665
285.0,9,285,231.50547
40.0,2,40,231.591888
54.0,4,54,231.695741
1000.0,0,1000,234.30907
27.0,0,27,234.364068
1000.0,0,1000,237.18404
107.0,12,107,237.419943
97.0,4,97,237.630034
1000.0,0,1000,240.368486
50.0,6,50,240.458143
1000.0,0,1000,243.068855
11.0,0,11,243.092327
61.0,4,61,243.211983
242.0,3,242,243.727748
3.0,0,3,243.734826
7.0,0,7,243.74754
41.0,4,41,244.495933
4.0,0,4,244.507067
1000.0,0,1000,247.206724
46.0,2,46,247.284668
89.0,5,89,247.455755
406.0,51,406,248.360849
3.0,0,3,248.367164
69.0,3,69,248.510322
46.0,2,46,248.608144
1000.0,0,1000,251.251971
125.0,6,125,251.46386
55.0,7,55,251.562462
156.0,5,156,252.454812
51.0,3,51,252.553646
42.0,2,42,252.637185
51.0,3,51,252.741857
40.0,2,40,252.812521
1000.0,0,1000,255.428807
3.0,0,3,255.435556
74.0,3,74,255.582301
1000.0,0,1000,258.189135
3.0,0,3,258.199147
1000.0,0,1000,260.961842
117.0,6,117,261.190007
36.0,0,36,261.253635
59.0,4,59,261.377612
1000.0,0,1000,264.082834
1000.0,0,1000,266.661154
36.0,3,36,266.72953
53.0,2,53,266.826644
1000.0,0,1000,269.907368
1000.0,0,1000,272.788116
1000.0,0,1000,275.258312
1000.0,0,1000,277.907309
37.0,2,37,277.978537
53.0,3,53,278.075727
440.0,9,440,279.773481
57.0,5,57,279.897915
203.0,26,203,280.344712
39.0,2,39,280.432627
49.0,2,49,280.548505
1000.0,0,1000,283.307451
69.0,7,69,283.428904
154.0,8,154,283.704864
54.0,3,54,283.807065
1000.0,0,1000,286.318061
1000.0,0,1000,288.975681
89.0,6,89,289.178692
158.0,4,158,289.521319
12.0,0,12,290.210412
167.0,5,167,290.597802
37.0,1,37,290.692966
63.0,4,63,290.828792
75.0,8,75,291.001101
201.0,3,201,291.419402
80.0,5,80,291.579319
70.0,3,70,291.732504
212.0,14,212,292.166598
37.0,0,37,292.241335
218.0,10,218,293.350047
68.0,6,68,293.503502
115.0,9,115,293.775588
50.0,4,50,293.908715
39.0,1,39,294.021953
51.0,3,51,294.145436
1000.0,0,1000,296.775053
3.0,0,3,296.781913
3.0,0,3,296.78946
115.0,7,115,297.005166
1000.0,0,1000,299.630374
1000.0,0,1000,302.475168
70.0,3,70,302.6325
386.0,9,386,304.159235
3.0,0,3,304.166023
117.0,9,117,304.556107
36.0,2,36,304.665511
1000.0,0,1000,307.271868
123.0,6,123,307.511554
77.0,3,77,307.6508
150.0,8,150,307.944799
125.0,12,125,308.207753
42.0,2,42,308.283299
215.0,6,215,308.69487
120.0,9,120,309.620606
